,item_name,price,overall_rating,num_rating,rev_title,review_text,section,target
352,Time and Tru Women's Turtleneck Sweater,11.86,4.7,56.0,perfect turtleneck the perfect turtleneck perfect beautiful layering top nice highly recommended sweater for the holidays loved it fantastic buy run and buy this beautiful turtleneck sweater love this product 5 great turtleneck for fall,i have this true turtleneck in every color each year time and tru adds new colors and i snap them up these are made of a light sweatery fabric that washes and dries like a dream they arent so heavy that you cant use them to layer with the turtleneck is the perfect depth and i wear them with cardigans to my office job in a doctor office all winter these turtlenecks are perfect in every way great price lovely material classy fitted look and fast shipping am 5 8 36c and could ve fit a medium but as one reviewer mentioned i didn t want a bodycon look i normally wear a large anyway and though on the generous side these are basically true to size on me large is nicely fitted without being tight and is also long and wide enough in the arms and shoulders soft and warm enough to wear on its own but light and smooth enough to wear under a blazer or jacket got cinnamon spice which is so pretty i had to go back and get several more colors they re all beautiful but be advised the platinum silver isn t as white as it appears online it s really a light grey they re lovely though and you can t beat the quality or price i guess some people would never even consider shopping at walmart but i ve always loved this store have found some nice items over the years with quality just as good if not better as found in a higher priced department store but at a fraction of the cost great turtleneck the price is great especially for the quality of the garment i purchased the cinnamon brown very nice for the up coming fall weather true to size shipping as always was super fast soft knit feels wonderful against your skin ribbing gives vertical slimming lines mock turtleneck with the lettuced edging is feminine and comfortable i bought every color for my winter wardrobe for the price it is a steal love this turtleneck it is a great fit and the material is so nice it looks expensive i am 5 6 and weigh 135 walmart is such a true value for the dollar love this turtleneck sweater it looks like a spent a small fortune on it excellent blouse i really like the feeling of the fabric looks expensive but it price is so convenient very classy looking sweater looks beautiful by its self or under a blazer or cardigan lays nicely not too tight this product was true to size i ordered a large but a medium would have fit fine i am usually a medium just wanted it to be loose it s not a thick sweater and very light weight looks really good could easily pass for a high quality item this years version of this turtleneck is not as nice as the two previous years disappointing nthe neck is not the same rib overall not the same you know the saying if it ain t broke don t fix it they are soft and very expensive looking for a very reasonable price so run now and order yours before theyre all gone love how soft the material is against the skin also the fit is nice bought two and came back for two more in different colors run don t walk and go buy this turtleneck it s stunning and the price is crazy for the quality of this sweater they are just absolutely stunning love all colors of these turtleneck sweaters fitted and soft great i love how this sweater just lays and fits your body can t go wrong if you purchase this sweater love the fit and feel wears and washes nicely quality sweater the color is pretty but the fit is off run small go next size up i love it soft and perfect fitting so soft and not too heavy aka hot banding is not too tight and lays nicely at hips,women's clothing,0
353,Time and Tru Women's Leopard Sweater,9.99,4.5,8.0,way better than expected unique birthday gift great value you need to size up with this one tip order a zize up this sweater is a tad snug no,this is the most gorgeous sweater the design is knit into the sweater not printed on the fit is perfect i bought xl and i m xl 90 of the time i m broad shouldered and busty and it is so flattering on my shape this was a gift for my sister she loved it beautiful sweater tss if you want a more over sized fit go one size larger great sweater for the price good quality material really like this had to size up though loved the shirt but much smaller than anticipated returned,women's clothing,1
354,Time and Tru Women's Cowlneck Dress,19.96,4.0,21.0,for 20 you can t beat this dress black dress perfect for fall amazing excellent value for the price not a sweater dress nice dress or long sweater stretches waaaaaay out nope no way great dress frumpy,this is a lightweight and comfy dress as the picture shows it is a little loose not fitted i loved it so much i bought it in 3 colors and then i shared the link with friends size down i normally wear a medium but ended up ordering the small i could have even gone down to an extra small but was afraid it would be too tight in the neck cute dress for those light chilly days not a heavy winter fabric this dress is very soft and is the perfect weight for fall it runs a little big which is nice because i didn t want a clingy dress if you want clingy then maybe size down looks great with boots i am so happy with this dress excellent fit true to size warmer than i expected medium weight beautiful color oatmeal hangs perfectly and very flattering i received compliments from complete strangers will be ordering at least one more very comfortable sweater dress love the colors gray and purple so soft and jyst the right length i am 5 2 127 lbs and i ordered the s these aren t sweater material but ribbed jersey material for a lighter long ish sweater type wear not a dress great dress or layering item runs large i am a straight large but this large was a bit boxy def stretched out through out the day and i returned bc it just got huge i am a straight large but this large started out boxy and became huge as the day wore on returned this sweater dress runs one size too big it s also itchy it seems like it would be warm for those cool brisk days but not so much winter unless you layer of course bigger than i expected and thinner material than expected i ordered medium very soft comfy cute w boots terrible shape and fit very large on the top sloppy through the bodice and bottom this is a great dress and would be a great dress for twice the price i ordered the gray in a small and medium i usually wear a medium if it is form fitting and a small if it is oversized the small fit great i wish they had the beige in a size small because i would buy that one too for reference i am 5 7 and 140 lbs i ordered this because i thought it would be soft it is kinda itchy and the shape i would say not really flattering i would say if your really curvy you would love this and if you don t mind scratchiness for reference i am 5 6 150 lbs my measurements are 39 chest 33 waist 38 hip i hope this helps not as warm as i thought it is kind of form fitting,women's clothing,0
355,Time and Tru Women's Heavyweight Anorak with Faux Fur Trimmed Hood,39.88,4.4,38.0,good cost not so good construction good quality for the price warm warm warm coat nice and does the job not pleased love it coat is great great jacket gorgeous coat excellent purchase perfect happy mother,perfect coat for winter very comfortable however not crazy about the zipper or snaps the zipper can be hard to zip and the snaps are to close to the zipper making it almost impossible to snap good heavy coat good quality for a decent price i like the color and like that the fur around the hood is removeable the 1 thing i would change is since it is longer it should have a 2 way zipper i really love this coat the faux fur lining makes it super warm and comfy and i love the drawstrings that help give the coat a nice shape i took a star off because of the fake zipper pocket i consider that a design flaw there s no reason why they couldn t have an actual pocket behind the zipper other than that this jacket is going to be very warm other than the stupid fake zipper it s well made i love everything about this coat except for two important exceptions 1 there is absolutely no point for fake zipper pockets in the front extremely disappointing 2 there is no inside wallet or cell phone pocket warm coat for the winter hood is very big over my head and the zipper is a little rough when you zip it up thick heavy very warm nonly downside is the zipper is not good quality and takes a few tries to zip i m afraid it won t last very nice warm nice looking coat njust didn t like the fake pocket zipper and should have included an inside of coat pocket the jacket is warm and does the job i just didn t like how some pockets are not real the price is great when i received my coat i could tell by the condition and smell that someone had washed it i could smell the detergent noticed the wrinkling of the tag and hood and also saw that the coat over all had slightly shrunk sooooo warm i work in a warehouse that has a chilled and frozen area and i only wear this on top and it keeps me sooo warm and cozy the jacket is very warm and great quality for the price very warm and super comfortable they fit a bit big so maybe buy one size down then normal i love my new coat so warm and comfy great jacket with plenty of pockets keeps you warm with all the soft fluff inside this coat is absolutely gorgeous the fit is perfect i bought my usual size beautiful coat quality sized perfect fits perfectly very comfortable and keeps you warm my daughter love her coat she said its nice and warm love it fits me well looks good and it s perfect for the winter days cold weather,women's clothing,1
356,Time and Tru Women's Boucle Cardigan,17.68,4.4,13.0,warm cozy and flattering buy it you wont be disappointed bought another i perfect sweater for fall excellent a i am ordering the other color now i love this cardigan nope,this is my first ever cardigan and i absolutely love it its soft and cozy and the side vents and front pockets elevate the look it fits true to size and i am wearing a small to see my full review check out my youtube channel or instagram lifeinstylebyliz fits perfect true to size perfect soft amazing sweater for the price great quality super cute love this sweater very soft not itchy love this sweater lite weight goes with everything good length small fit perfect i received the soft gray black sweater today and it is perfect i am order oatmeal now i like the length including the sleeves at the thumb joint and can also be rolled up easily i like the pockets and material and the slits on the sides i also like that it doesn t have a roll collar to fuss with i am about 5 4 and it is above the knee length on me plus it covers my knees while i sit at the computer thanks to the side slits a i love this cardigan purchased initially in charcoal then went back for the oatmeal nice slim fit no weird draping or collar if this came in other colors i would definitely buy them i am normally a medium or large due to bust size but the small was perfect i would not recommend this cardigan it isn t soft kinda itchy and fits small in the arms the colors are drab as well,women's clothing,0
357,Avia Women's Active Brushed Leggings,17.96,4.8,19.0,my winter favorite avia leggings great quality leggings regardless of price great lined leggings so warm awesome love it warm legging nice love them warm leggings most comfortable best workout leggings perfect winter squat proof leggings really nice,amazingly soft and warm yet not bulky i would say they run slightly big so if you re in between sizes go down they have pockets on each side an interior drawstring and lightly fleece lined it was like heaven slipping in to these i can wear them running errands or working out and don t get too hot the color is more of a light grey than white with the black if one looks closely goes well with lots of stuff i might have to order some more you won t regret getting these i bought these for my granddaughter and she liked them very much she said they are soft and comfortable i bought them for her in two sizes and brought back one pair because they were too big i always buy two pairs in different sizes to see which fits her better love these definitely meant for colder weather tho they feel like soft warm cozy sweatpants on the inside and look like activewear pants on the outside didnt know they were lined but it s getting colder out so it s perfect great size waste band doesnt squeeze so tight that you think your eyes will pop out just the perfect amount of support the inside is soft and kinda fuzzy making them feel warmer and suitable for a chilly walk run to be honest i wasn t going to keep these since i didn t realize brushed meant brushed lining but it was cold so wore them today and glad i did really like them the waist is a bit higher than i prefer but definitely stays in place so soft and warm will be my go to leggings for my walks in the cold winter months very cute stylish print these are so comfortable soft and warm these are very comfortable they are too thick for working out they have a fleece lining they are good for colder days walking the dogs they fit ok the bottom of the legs are big on me i ordered a size 2x and they fit the same as the xl i had gotten two day before in the store i wanted the bigger size for the leight but they were the same size as the xl even thought the tag said 2x soft warm leggings for fall winter i love these nice and warm for cool days nice deep pockets i enjoy this leggings and purchased every color possible i just got these today and worked out in them i dont usually wear leggings but chose these because i needed a pocket i thought about returning because the inside is a brushed lining and more for cooler weather and they are a little thicker than most however i kept them and boy am i glad i did these are by far the most comfortable and not hot leggings ive ever worn the lining feels great on my legs and usually i cant wait to take them off these are definitely going to be my go to loungewear and workout pants not to mention they are an excellent value im go back for more these are the most comfortable leggings i ve had i needed longer leggings for the winter and i picked these up and i haven t taken them off they re nicely lined and the inside definitely keeps you warm these are the perfect leggings for the winter love these they are perfect for colder weather but not too thick they arent bulky at all i love the high waist and they are very squat proof the stay up through all sorts of exercises and also two deep pockets that hold my large phone better than any leggings ive gotten from fabletics so great these are really nice and a awesome price these are also good for cooler weather bc they have a little bit of lining in them,women's clothing,0
358,Secret Treasures Women's and Women's Plus Traditional Front Zip Robe,9.99,4.8,161.0,one of my favorite robes ever very luxurious feel great find for the money very happy with purchase definitely will buy again great choice right price get one of these robes right now you will thank y my favorite robe soft bathrobe a lot to like with this robe great price and product lovely very bright red and comfortable warm and cozy without being heavy comfy great robe great grandma so soft very positive beautiful and well made,love love this robe it is inexpensive and the quality and comfort are the best i ordered a large and i wear a 14 it is roomy and the zippered front is great for getting in and out of it i use cold water to wash it and low heat to dry i want it to last and i highly recommend it as it is a bargain this is so soft it absolutely reminds me of baby items luxurious soft feel i think this will be a very nice gift for a young teen nice color choices the pink is a mauve i m glad i found it at such a good price i almost wish i had bought another for myself purchased this robe for the upcoming chilly mornings in photo showed a below the knee length this robe fits me to my ankles and i am 5 foot 3 i ordered one size larger than i usually wear and i have ample room material is a brocade and it looks and feels great on the price was just right too got this in purple and on sale wasn t sure what to expect and because of the reviews gave it a chance not disappointed well made and the color exactly as shown soft comfortable well made and washes well some complained of the extra fabric around the zipper not a big deal at all and does not get in the way of the zipper i have been looking for this type of robe for awhile just enough to keep out the chill without getting hot i am 5 4 and it comes to about 2 from my ankles so will be shorter on a taller person just don t understand how i missed this in past searches arrived in a timely manner packaged well pleasantly pleased beautiful bright red soft other reviews did not specify if this was a zipper type that you had to step in to it is not it does unzip all the way down others did mention the inside seam along the zipper not being tacked down seems to be the norm for this brand easy fix nothing a needle and thread can t take care of or even some hem and iron adhesive tape i have last years robes same brand that i also stitched closed this brand washes and wears very well this will be a nice addition to my other robes on sale and the price was just right very soft and comfortable i like it that it completely unzips all the way nice pockets i ordered the red robe really liked it so i ordered the light blue one but it is actually a light lavender and i also ordered the pink robe buts its actually a mauve im thinking about getting the navy blue and the slate gray i live in pajamas seldom get dressed so these are perfect for me this winter i ordered this brand last year and really liked them so much i bought 3 then coral purple and light gray and the rollback price cant be beat its a steal i am currently on my 2nd robe i love it so much that i bought them as christmas gifts for my family this year these are more like a house coat or cover for a night gown or pjs not a shower robe the velvet plush will only get stiff and cold and feel super gross if used as a towel or shower robe great for lounging on the couch cuddling with animals and housework i usually wear mine every day in the evenings after work and wash about 1 every week or sometimes 2 weeks great quality this could easily be a 50 robe like what you would find at bb i love them i have 10 every year i buy 2 or 3 more the material is great they have nice big plus sizes to make it loose and comfy and a zipper i even wear in summer with a c i love them so much sizing is generous i could have easily ordered a size down color true super soft inside and out the length was a little longer than expected what i don t like the inside part of the zipper wish it was sewed down so it didn t get in the way of the actual zipper otherwise i like it and would recommend but i would also mention the negative about the zipper i like this robe i dislike this robe the fabric is soft and warm the zipper operates smoothly pretty design on the fabric well constructed the size runs big but hard to be sure because the robe is completely shapeless it is like wearing a rectangular piece of fabric i think i will taper it in at the waist with the old sewing machine or perhaps add some darts for a bit of shape wish it was full length i am 5 5 and it is well above my ankles overall i like it enough to buy 2 of them red and purple both are vivid colors which i love also a great price here other than being short and shapeless i love it i love this robe not to hot or to long just right for chilly nights of fall into winter the price cannot be beat and i ordered my older sister one she loves hers will buy another one soon very satisfied liked this from last year and wanted another one so soft and lovely that i couldnt choose between two colors then i decided to purchase two the colors rose and dark purple i just love them one of the most comfortable and soft robes i ve ever owned love the zippered front i do wash it in cold water on gentle and also low dryer heat i bought the medium because if want have it on hand if i lose weight it is snug for my size 14 i love this robe it s warm and cozy without being heavy the fabric has a self embossed pattern sizing is true sleeves can be cuffed tor adjustable length the secret treasures label always indicates quality at a reasonable price for me comfortable and very warm fits great and so soft most times i reach for it instead of a blanket and have even fell asleep in it because it s so soft and warm absolutely in love with this robe wish they had in black i this robe purchased 2 of them very soft beautiful design i am 5 3 and this comes down to nmy ankles which is fine with me the price is ncertainly right vey happy with my purchase love the price these robes are warm very roomy and long liked them so much had to get every color unfortunately the black was sold out in my size will check back again very satisfied i received both of my robes today and they were so soft and comfortable i was going to purchase more today for christmas gifts but the price was doubled today still a good price but will wait until they go on sale this robe is very soft and comfortable i am short so it is full lenth on me and i love that the price was so low i was skeptical but when i received it i was trilled would definitely recommend this robe love this housecoat very beautiful and fits well it keeps you warm without being too hot i m buying my mother one for christmas it s well made so far i have no complaints,women's clothing,1
359,Avia Women's Athleisure Commuter Pants,10.96,3.8,10.0,comfy best find perfection great versatile pant love not what i wanted horrible and ugly,i absolutely love these pants i am hot natured so i enjoy the thinner fabric they aren t thin enough you can see through them but rather pleasantly thin they also aren t tight which i really like they are great for work or going out and about ordering more of them now the size is true good length for tall girls the silky fabric love it ive seen these at many times this price the seams are like on fine quality garments the fabric of these pants are divine the fit to size is true i highly recommend these for everyone i m a size 0 and got the xs returning for the s as they are a bit snug in the leg area i have a more athletic build i love that these can dress up down i ve had a hard time finding a similar style anywhere else i love these they are almost perfect dupes for my lululemon joggers and a fraction of the price i will definitely be purchasing more colors very lightweight feels like cheap polyester will be returning the material was silky not very comfortable i thought these were regular sweat pants but they re not they re not what they look like,women's clothing,0
360,Terra & Sky Women's Plus Size Knit Capri,9.97,4.2,50.0,nice capri for errands home or travel good value for the money bought more i would definitely buy again love these capris great material bad choice comfortable did not like big enough best buy true to size comfortable capri pants runs big love love this,these capris hold their color through multiple washings and do not shrink they have two pockets great for carrying cell phone they are comfortable to wear in the summer because the cotton content makes them breathable and a small of latex makes for a comfortable stretch when bending and walking and doing other summer activities also the fabric is light weight they are great for travel because they do not wrinkle i purchased these capris in several colors i have very sensitive skin and this are the best most comfortable pants i ve ever bought i wish they had more in 1x and different colors so i would have bought more bought these for a family member undergoing physical rehab and they are working well for her i like that the fabric is a cotton poly blend making them good for washing with less shrinkage nthe sizing is generous and comfortable bought several pair of these for my 98 yr old mother they re really nice for the good fit comfy fabric i love these pants only thing they run big you consider a size smaller than you wear i like my pants roomy i could have a full size smaller i was so disappointed when walmart changed there house brand but have been pleasantly how much i like these pants please keep them again next year they are a size up so do get a size down for a perfect fit great price love the pockets fits as expected doesn t fade easily this mater is super thin and hangs bad it had good ratings so i figured go with it light weight thought they were sweats nice material stretchy and soft super comfortable great buy have them in other colors these run very big pockets are bulky and stick out i have worn them once and the elastic band is already twisted under the fabric i bought a 2nd pair which i will be returning i love these pants i was looking for casual at home pants that wouldn t be tight on my knees these fit the bill they run big though so if you need pants for wearing in public go a size smaller these capris are are unbelievably nice for the money i bought them for my mom who is short true to size and very comfortable i have a short rise and the crotch of most plus size pants is way too low for me but ordering 2 sizes down worked great pockets are deeper than others i ve tried although i wouldn t mind another inch depth as i carry my wallet and cell phone in my pockets liked them enough to buy 5 pair i love these capris for the reason the other reviewer said they didnt like i bought a size smaller and thet are still comfortably loose i am very short so capris are exact length of regular slacks dont buy petite its trial snd error but this little trick saves me alteration costs just got this for my niece and she is really hard to buy clothes for because when it is for plus size is really hard to make sure that wil fit but she just love this pans they fit perfect right length very comfortable and love the fact that has pockets she just ask me to buy her two more and the other colors i bought 2 pairs of these pants and am sorry to say i am returning them both they are way to big and to long,women's clothing,0
361,Time and Tru Women's Eyelash Sweater,14.98,4.7,50.0,awesome purchase cozy and affordable absolutely love this sweater super soft super soft super cute new fav sweater great eyelash sweater completely happy good and soft you will love this sweater fun sweater beauty stylish sweater great sweater awesome sweater for the price buy it,this sweater is amazing it is such a great buy it looks so good on and i ve had so many people stopped me and asked me where i bought it they cannot believe i bought it at walmart com it looks like something out of a boutique you definitely will not regret your purchase this is a really cute sweater its a lightweight yet really cozy feeling and soft sweater that you can dress up with jeans and booties or look comfy with joggers and a slip on shoe i tuck in the front just a bit and it blouses really nicely for a trendy look the sleeves are a great fit for long arms too i sized up from a medium to a large just for a roomier fit and i would recommend that if you prefer a looser fit my favorite sweater its soft beautiful and not too heavy of a sweater i also bought in grey its actually boutique quality at a very reasonable price it does run big i usually wear a med and bought a medium and love the extra room i never really buy walmart clothes but needed to make a shipping minimum lol shocked at how soft this is light and warm love the trendy gray cheetah super cute runs smaller than expected exchanging for a larger size i want to wear it really oversized with leggings or black jeans and thigh boots incredibly soft this was an awesome find it is soft and comfortable on it is a looser oversized fit but not sloppy at all love the animal print looks and feels like high quality great price this sweater is amazing quality for the price i got one in an xl for an oversized fit to wear with leggings and another in l for a more true to size fit but still stretchy it is not scratchy at all and very comfortable definitely recommend love this sweater so much that i wore it 2 days in a row after i received it ha so soft and warm quality purchase i typically wear a size 6 and medium was perfect for me i love the feel of this sweater i bought a large and it fits perfectly as a comfy lounge type sweater it s exactly as pictured i just don t know about the print it s too much for how big and boxy it is i feel it s true to size of what you want if u want it fitted and wear m get m if you want it larger get l and so on i like the l again just feel like the print is too big for this boxy cut i bought this a size up because i thought it would be a little short that was a bad idea because the sleeves are so long and there is so much material get your normal size if you want the oversized look otherwise size down i love this sweater i wear medium yet got the large it s so perfect and soft and not too hot fits just like the picture i love this sweater its so soft good quality warm and i get lots of compliments on it itits definitely a great buy and a great price very comfy and cute gave 4 stars just because it feels like it might not hold up well looks good after 1 wash gorgeous sweater and super comfy looks longer in the photos comes a little below the waist doesn t cover your bum im 5ft 4 and i ordered a small i havent got to wear i will this coming week temps are dropping a true sweater love this sweater perfect over size fit very comfy too such soft material love the oversized look as well will be wearing this a lot love it so soft and fit perfectly thanks for sending it early i can wear it for thanksgiving the sweater is soft and it fits well perfect sweater for the fall true to size,women's clothing,1
362,"Hanes Men's and Big Men's Tagless Short Sleeve Tee, Up To Size 6XL",6.0,4.3,1698.0,true to size nice when you can t find this shirt in your size tagless or not spots on one shirt dont buy cheap shirts not new warning not cotton chemically dyed rags not good what happened to haynes shirts awful clothing purchase all cotton comfortable great for maternity an order i received poor fit of my regular size good but great little basic cotton t shirt thick cotton t shirts,these are nice nice and roomy i got the men s shirts sleep in them it s big on me i wear a 3x in womens but i got them bigger then i should have but they wash and dry up really nice i wear f y i with my pm bottoms probably out two people in the shirt but i like all the extra room i have ms and sometimes it hurts for me to wear clothes that s one reason why i get them so big 5 stars for color 1 star for fit i needed this exact color of shirt to go with my favorite pants i bought 8 maroon shirts everywhere online hoping for a match but this hanes was the only correct color however hanes didn t have it in women s or in smaller men s sizes lucky me i can sew so i bought the remaining xxxxlg men s size and easily cut out a perfect shirt for myself great match what do you think yes i m old 76 girls in my generation all knew how to sew the fatigue green color is really nice love the color it also feels a bit different than the other colors i would say maybe stiffer able to hold shape more almost feeling thicker it also runs a tiny bit smaller than the blue and black shirts i ve purchased the description says tagless but there are tags on these shirts i bought a lot of 6 x shirts bc they are hard to find i put the orange one on saturday first time my the middle of the day i started get black spots on the material and i was not by anything or doing anything strenuous i took it home and immediately threw it in the wash the dots stayed in the fabric and i could not get them out i am very disappointed that a brand new shirt is now worthless athese are two different parts of the tshirt for the price i cant expect much but these shirts shrink and turn rough after the first wash in other words these shirts are horrible these did not appear to be new or clean all three t shirts were thrown into a mailer and none of them had stickers or tags it was like they were mailed from someone s basement warning these hanes tshirts are itchy and rough disposable 1 day work shirts at best label says cotton but shirts feel like chemically dyed thin burlap shirts are sewn crooked and won t fit properly waste of and time hanes used to produce quality cotton garments jeez now they suck consider yourself warned this t shirt is a tragedy what happened to hanes this was our go to brand arrived and fabric felt rough to the touch so i washed on cold delicate with downey in the rinse and a dryer sheet on low just to fluff before i hung it to dry shrank and still felt scratchy not impressed bye hanes the bargain brand beat you says 100 cotton patent of any kind would be good i seen it in another review and whoever wrote that review was correct feels like very thin burlap stiff as a board love these shirts so thick and made with quality material i bought them a couple sizes bigger because they barely fit when i ordered them in my size last time however they were entirely too big this time but i still love them great price not true to size at all i ordered big not tall when will these companies learn that they are not the same thing small thru the middle when they re normally very roomy huge armhole openings that come down to elbows short sleeve length is actually 3 4 between elbows and wrists shirt itself comes close to knees n nwhat happened to hanes quality trust in this company gone never again if i d wanted a dress i d have ordered from the womens dept n nif you re not at least 6 4 and don t have an extremely long torso and gorilla length arms save yourself the aggravation and pass on this shirt i started wearing my husband s hane s cotton tagless short sleeve tee s during my second trimester and decided to pick up some of my own they are breathable and comfortable and the perfect length while they work perfectly for maternity wear they will also work well post baby bump with a pair of leggings or as a sleep shirt you just can t go wrong with 100 cotton t shirts prices are good my orders have been correct and arrived on the day hanes specified so far i have managed to find really good sale prices on everything from shorts to shirts as a former screen printer and print shop owner i know the quality hanes has provided since the 1990 s the comb cotton hanes beefy tee is the softest and warmest tee shirt i have ever found i have worn hanes tshirts for many years and have never had a problem with mis sizing but this shirt even though i got the size i usually buy from hanes it felt tight and uncomfortable on me the fabric itself was sort of stiff feeling which i believe was what contributed to the too tight sensation i didn t want to wash the shirt 20 times before it finally felt comfortable however so i just got rid of it i have been looking for this color shirt since forever im a female im 5 ft and about 110 pounds i wanted an oversized look and reading the reviews people said to size up im usually a xs s in tops but i got a 3xl big mistake i should ve went with an xl so if your small like me i would suggest getting a xl or even a large overall this tee is nice really nice basic cotton t shirt it s offered at an amazing price and was easy to send out to my friend during quarantine time this is a very nice blue color not a big fan the cotton is quite thick which is kind of nice but it has zero give to it don t care for the fit i prefer the blended materials that have some give so that it fits to your body more these do not i ordered t shirts in 2x for my husband who is bed ridden they are definitely true to size great quality and launder beautifully would definitely recommend hanes products,women's clothing,0
363,S2 Sportswear Women's 2-Pack Active Full Length High-Waist Leggings with Pockets,8.0,4.1,53.0,very good compression a great find decent for the price returned them too small thumbs down runs a bit small but great leggings so far so good order up 1sz if you have a tummy silky feel fabulous price very high waisted nice,if you re looking for compression these are amazing especially for the price they re very comparable to fabletics the major differences i saw in them though was they re a little more in the shiny side and they re just a tiny bit see through but for the price they re worth it got 2xl and it is definitely compression difficult to get in but fits well and snug finally some workout pants that wont ride down wheb i jog going to order more i brought these for my grand daughter and they fit her like a glove the fact that they had a pocket was a plus she said they were perfect the price made them perfect for me also i am 100 satisfied with this product reasonable price perfect for wear for work leggings with 2 side pockets these are not bad at all for the price since my needs are simple it meets my expectations i just needed something to sweat in with a little compression i sized down the material isnt the comfiest but since i m only working out in them it isn t a big deal overall i would recommend the leggings were very nice other than the fact that the seem was unraveling on one of the pairs of leggings i was not very happy with these i ended up returning them they are super tight i was able to get them on but it was not comfortable there was excess space in the crotch and if i pulled on the legs so the material came up then it was even more uncomfortable it also bunched up behind my knees when i would bend they are a thick material which would be nice for cold weather they have a pocket on both legs but it is pretty high up so may look awkward if you had things in the pockets i was all around pretty displeased with these they did stay up well though since it was so tight at the top just not for me i ordered an xl in these and they are probably a size medium i won t be fitting into these anytime soon you get what you pay for i guess first of all these are ridiculously high waisted like they almost pull up to right under my busy and i am 5 10 also they will not stay put i m constantly pulling them up and they are so baggy and weird in the crotch area definitely returning them not even worth the 7 also i know i m tall but because i have to pull them up so far to make then stay which they don t anyway they re super ahorrm almost capris ok quality but as soon as u start jog or exercise it will just roll down not happy with the purchase really nice and a good thick material it is a tighter fit and maybe runs slightly small still good leggings should have gotten a size bigger but very comfortable so far so good i ve only worn twice so time will tell but for the price they look great if you have a tummy i d order a size up quality material and sewing liked the color but pants were very small will have to give them away i wanted this for xl women i gave them to my thin grandaughter i loved em stretchy but gently form fitting great fabric very high waisted awesome price for the price these are great leggings cute but run small i would encourage you to order a size larger as described exceptional material,women's clothing,0
364,Secret Treasures Women's and Women's Plus Deluxe Touch Lounge Pajama Joggers,12.73,4.2,11.0,jammy pants love soft but not stretchy,very comfortable and affordable soft and comfortable did fit a little smaller i should have ordered up super soft but no stretch and tight thru the calf area,women's clothing,1
365,Avia Women's Active Brushed 1/4 Zip Pullover,17.96,4.9,13.0,great for running on brisk mornings this top will be great for my winter walks great over base layer best pullover great fit and colors love love love comfy great quality and fit awesome,i just received this pullover today and know already that it is a winner the color is fantastic and the material is very comfortable and stretchy even though i have not run in the pullover yet i can tell that it will be fantastic warm and very flexible much thicker than i expected which was a pleasant surprise will be perfect for winter walks and walking 18 holes in cold weather looking forward to the other 2 in different colors arriving tomorrow also the purple is really a pretty shade i am very pleased with this i have been working out in group exercise outside during covid and needed to have layers to peel away as i got too warm this is perfect over a few base layers this is the second avia pullover i bought the first one is green and i love it love this one too quite chic i love this half zip pullover top its comfy and fits really well paired with athletic pants its a great look for fall and winter i love this half zip pullover top its comfy and fits really well paired with athletic pants its a great look for fall and winter i love this half zip pullover top its comfy and fits really well paired with athletic pants its a great look for fall and winter love these tops for running the teal really happy with the fit and length it s super soft inside would definitely get in more colors really nice and great length,women's clothing,1
366,Time and Tru Women's Cowl Neck Tunic Sweatshirt,9.0,4.8,33.0,extremely soft comfy bought in all 4 colors more colors please re manufacture the good colors in love versatile top very soft size runs large not really cowl neck great good its ok comfortable and stylish comfy generous fit flattering cowl neck yes,i m partnering with walmart on a fashion campaign and recently bought this sweatshirt to try i ve very pleased with the fit and material it s extremely soft and warm it fits a little oversized but i m 5 9 and like and oversized fit i m wearing a small for reference this is a very comfortable sweatshirt to wear around the house or out it is not thick so when outside you may want to wear a t shirt etc underneath it does run true to size with a lot of room to just be comfortable i got the green and went back and got the black one i absolutely love this zip up the texture makes it look very expensive when i saw the light gray one in the store i knew i had to buy it that s still my favorite color even though i bought them all online n nthe material is very thin it makes it perfect for layering i also love the deep front pockets runs true to size love this item i bought in 2 colors please create more it is super cute as an oversized casual look with a pair of leggings perfect lounge wear with a slightly dressed up look i would buy more of these if the colors were available for fall and winter recently four colors were available now two colors are available this is a good item manufacture more in the total of the colors the fall and winter season 2020 requires that also the black soot color is repulsive that is obvious so very doable to not choose black soot for coloring for clothing tops such as this here are excellent suggestions ivory not repulsive yellow ivory soft rich lavender soft classic cashmere beige rich birch just four suggestions of many of the choices available if only the beautiful colors would be chosen and then manufactured for this time and true clothing item the word true has an e at the end dumbing down the spelling of words is also repulsive thick soft quality fabric this is twice the thickness as a basic sweatshirt which is perfect for me because i m always cold does not look like a sweatshirt the fabric looks more like a fine sweater material great quality and super soft perfect to dress up with an up do and big earrings or just rock in morning school carline definitely a win fits true to size and is loose fitting and roomy it s cute in that it doesn t look like a sweatshirt and i can dress it up or down and the color can work with anything i wear this is a lovely sweatshirt very soft size runs large i have to return as it was too big but i can t wait to get a smaller size i loved everything about this sweatshirt except the neck it was more like a turtleneck not a cowl neck unfortunately the neck was too restricting for me so i returned it good quality nice length for wearing with tights fits true to size love the color great length good color i would love this except for the cowl neck since i couldnt find one with a crew neck i bought it very comfortable and easy to wear with a lot of different outfits comfortable generous fit i love you his sweat shirt it s soft and very warm true to size this one is a winner super soft relaxed fit awesome sooo soft and really cute very comfortable i bought the green going back for more sooo soft and a nice relaxed fit,women's clothing,1
